activity_key,activity_id,name,category,description,tier,cost_low,cost_high,unit,tier_notes,source,duration_min_weeks,duration_max_weeks,keywords,sources,notes
hcm_workday_implementation,HCM-001,Workday HCM Implementation,hcm,Implement Workday Human Capital Management,medium,500000,1500000,project,"HCM + Payroll, 1000-5000 employees",,24,78,workday|hcm|hr|payroll,Workday implementation partners|OutSail,Implementation typically 100-200% of annual subscription
hcm_workday_implementation,HCM-001,Workday HCM Implementation,hcm,Implement Workday Human Capital Management,large,1500000,4000000,project,"Full suite, 5000-15000 employees",,24,78,workday|hcm|hr|payroll,Workday implementation partners|OutSail,Implementation typically 100-200% of annual subscription
hcm_workday_implementation,HCM-001,Workday HCM Implementation,hcm,Implement Workday Human Capital Management,enterprise,4000000,10000000,project,"Global, 15000+ employees",,24,78,workday|hcm|hr|payroll,Workday implementation partners|OutSail,Implementation typically 100-200% of annual subscription
hcm_adp_implementation,HCM-002,ADP Workforce Now Implementation,hcm,Implement ADP payroll and HR solution,small,15000,40000,project,<100 employees,,6,20,adp|payroll|hr|workforce,ADP partner data,
hcm_adp_implementation,HCM-002,ADP Workforce Now Implementation,hcm,Implement ADP payroll and HR solution,medium,40000,100000,project,100-500 employees,,6,20,adp|payroll|hr|workforce,ADP partner data,
hcm_adp_implementation,HCM-002,ADP Workforce Now Implementation,hcm,Implement ADP payroll and HR solution,large,100000,250000,project,500-2000 employees,,6,20,adp|payroll|hr|workforce,ADP partner data,
hcm_adp_implementation,HCM-002,ADP Workforce Now Implementation,hcm,Implement ADP payroll and HR solution,enterprise,250000,600000,project,2000+ employees,,6,20,adp|payroll|hr|workforce,ADP partner data,
app_portfolio_assessment,APP-001,Application Portfolio Assessment,applications,Assess application portfolio for rationalization opportunities,small,20000,50000,project,<50 applications,,4,12,application|portfolio|rationalization|assessment,IT consulting firms,
app_portfolio_assessment,APP-001,Application Portfolio Assessment,applications,Assess application portfolio for rationalization opportunities,medium,50000,120000,project,50-200 applications,,4,12,application|portfolio|rationalization|assessment,IT consulting firms,
app_portfolio_assessment,APP-001,Application Portfolio Assessment,applications,Assess application portfolio for rationalization opportunities,large,120000,300000,project,200-500 applications,,4,12,application|portfolio|rationalization|assessment,IT consulting firms,
app_portfolio_assessment,APP-001,Application Portfolio Assessment,applications,Assess application portfolio for rationalization opportunities,enterprise,300000,800000,project,500+ applications,,4,12,application|portfolio|rationalization|assessment,IT consulting firms,
app_decommission,APP-002,Application Decommissioning,applications,Safely decommission legacy applications including data archival,small,10000,30000,project,"Simple app, minimal dependencies",,4,16,decommission|legacy|application|sunset,IT decommissioning specialists,
app_decommission,APP-002,Application Decommissioning,applications,Safely decommission legacy applications including data archival,medium,30000,80000,project,"Medium complexity, integrations",,4,16,decommission|legacy|application|sunset,IT decommissioning specialists,
app_decommission,APP-002,Application Decommissioning,applications,Safely decommission legacy applications including data archival,large,80000,200000,project,"Complex app, data retention needs",,4,16,decommission|legacy|application|sunset,IT decommissioning specialists,
app_decommission,APP-002,Application Decommissioning,applications,Safely decommission legacy applications including data archival,enterprise,200000,500000,project,Business-critical legacy system,,4,16,decommission|legacy|application|sunset,IT decommissioning specialists,
ma_it_due_diligence,MA-001,IT Due Diligence Assessment,ma_integration,Comprehensive IT due diligence for M&A transaction,small,25000,75000,project,"Small target, <$50M revenue",,2,8,due diligence|m&a|assessment|acquisition,IMAA Institute|Synoptek,Typically 0.5-2% of deal value
ma_it_due_diligence,MA-001,IT Due Diligence Assessment,ma_integration,Comprehensive IT due diligence for M&A transaction,medium,75000,200000,project,"Mid-market, $50-250M revenue",,2,8,due diligence|m&a|assessment|acquisition,IMAA Institute|Synoptek,Typically 0.5-2% of deal value
ma_it_due_diligence,MA-001,IT Due Diligence Assessment,ma_integration,Comprehensive IT due diligence for M&A transaction,large,200000,500000,project,"Large target, $250M-1B revenue",,2,8,due diligence|m&a|assessment|acquisition,IMAA Institute|Synoptek,Typically 0.5-2% of deal value
ma_it_due_diligence,MA-001,IT Due Diligence Assessment,ma_integration,Comprehensive IT due diligence for M&A transaction,enterprise,500000,1500000,project,"Enterprise, >$1B revenue",,2,8,due diligence|m&a|assessment|acquisition,IMAA Institute|Synoptek,Typically 0.5-2% of deal value
ma_day1_readiness,MA-002,Day 1 Readiness Program,ma_integration,Ensure IT systems operational on Day 1 of acquisition close,small,50000,150000,project,"Basic connectivity, email",,4,16,day 1|m&a|readiness|acquisition|close,M&A integration consultants,
ma_day1_readiness,MA-002,Day 1 Readiness Program,ma_integration,Ensure IT systems operational on Day 1 of acquisition close,medium,150000,400000,project,Standard Day 1 requirements,,4,16,day 1|m&a|readiness|acquisition|close,M&A integration consultants,
ma_day1_readiness,MA-002,Day 1 Readiness Program,ma_integration,Ensure IT systems operational on Day 1 of acquisition close,large,400000,1000000,project,Complex carve-out,,4,16,day 1|m&a|readiness|acquisition|close,M&A integration consultants,
ma_day1_readiness,MA-002,Day 1 Readiness Program,ma_integration,Ensure IT systems operational on Day 1 of acquisition close,enterprise,1000000,3000000,project,Full standalone capability,,4,16,day 1|m&a|readiness|acquisition|close,M&A integration consultants,
ma_tsa_management,MA-003,Transition Services Agreement (TSA) Management,ma_integration,Manage IT services during TSA period post-close,small,25000,75000,per_month,Limited services,,26,104,tsa|transition services|m&a,EY|Deloitte M&A practice,
ma_tsa_management,MA-003,Transition Services Agreement (TSA) Management,ma_integration,Manage IT services during TSA period post-close,medium,75000,200000,per_month,Standard IT services,,26,104,tsa|transition services|m&a,EY|Deloitte M&A practice,
ma_tsa_management,MA-003,Transition Services Agreement (TSA) Management,ma_integration,Manage IT services during TSA period post-close,large,200000,500000,per_month,Comprehensive services,,26,104,tsa|transition services|m&a,EY|Deloitte M&A practice,
ma_tsa_management,MA-003,Transition Services Agreement (TSA) Management,ma_integration,Manage IT services during TSA period post-close,enterprise,500000,1500000,per_month,Full outsourced IT,,26,104,tsa|transition services|m&a,EY|Deloitte M&A practice,
ma_integration_planning,MA-004,IT Integration Planning,ma_integration,Develop detailed IT integration roadmap and plan,small,30000,80000,project,Simple integration,,4,12,integration|planning|m&a|roadmap,M&A consulting firms|Fifth Chrome,
ma_integration_planning,MA-004,IT Integration Planning,ma_integration,Develop detailed IT integration roadmap and plan,medium,80000,200000,project,Standard integration,,4,12,integration|planning|m&a|roadmap,M&A consulting firms|Fifth Chrome,
ma_integration_planning,MA-004,IT Integration Planning,ma_integration,Develop detailed IT integration roadmap and plan,large,200000,500000,project,Complex integration,,4,12,integration|planning|m&a|roadmap,M&A consulting firms|Fifth Chrome,
ma_integration_planning,MA-004,IT Integration Planning,ma_integration,Develop detailed IT integration roadmap and plan,enterprise,500000,1500000,project,Transformational integration,,4,12,integration|planning|m&a|roadmap,M&A consulting firms|Fifth Chrome,
ma_synergy_capture,MA-005,IT Cost Synergy Capture,ma_integration,Execute IT cost synergy initiatives identified in deal model,small,50000,150000,project,<$1M synergies targeted,,12,52,synergy|cost|m&a|integration,DealRoom|EY M&A integration,
ma_synergy_capture,MA-005,IT Cost Synergy Capture,ma_integration,Execute IT cost synergy initiatives identified in deal model,medium,150000,400000,project,$1-5M synergies targeted,,12,52,synergy|cost|m&a|integration,DealRoom|EY M&A integration,
ma_synergy_capture,MA-005,IT Cost Synergy Capture,ma_integration,Execute IT cost synergy initiatives identified in deal model,large,400000,1000000,project,$5-20M synergies targeted,,12,52,synergy|cost|m&a|integration,DealRoom|EY M&A integration,
ma_synergy_capture,MA-005,IT Cost Synergy Capture,ma_integration,Execute IT cost synergy initiatives identified in deal model,enterprise,1000000,3000000,project,$20M+ synergies targeted,,12,52,synergy|cost|m&a|integration,DealRoom|EY M&A integration,
crm_zendesk_implementation,CRM-005,Zendesk Implementation,crm,Implement Zendesk support/service platform,small,8000,25000,project,"Suite Team, <100 agents",,3,12,zendesk|support|ticketing|helpdesk,Zendesk pricing|Partner implementations,
crm_zendesk_implementation,CRM-005,Zendesk Implementation,crm,Implement Zendesk support/service platform,medium,25000,75000,project,"Suite Growth, 100-500 agents",,3,12,zendesk|support|ticketing|helpdesk,Zendesk pricing|Partner implementations,
crm_zendesk_implementation,CRM-005,Zendesk Implementation,crm,Implement Zendesk support/service platform,large,75000,200000,project,"Suite Professional, custom workflows",,3,12,zendesk|support|ticketing|helpdesk,Zendesk pricing|Partner implementations,
crm_zendesk_implementation,CRM-005,Zendesk Implementation,crm,Implement Zendesk support/service platform,enterprise,200000,500000,project,"Suite Enterprise, full customization",,3,12,zendesk|support|ticketing|helpdesk,Zendesk pricing|Partner implementations,
crm_freshworks_implementation,CRM-006,Freshworks CRM/Freshsales Implementation,crm,Implement Freshworks CRM suite,small,5000,15000,project,Growth tier,,2,10,freshworks|freshsales|freshdesk|crm,Freshworks pricing,
crm_freshworks_implementation,CRM-006,Freshworks CRM/Freshsales Implementation,crm,Implement Freshworks CRM suite,medium,15000,50000,project,"Pro tier, integrations",,2,10,freshworks|freshsales|freshdesk|crm,Freshworks pricing,
crm_freshworks_implementation,CRM-006,Freshworks CRM/Freshsales Implementation,crm,Implement Freshworks CRM suite,large,50000,150000,project,Enterprise tier,,2,10,freshworks|freshsales|freshdesk|crm,Freshworks pricing,
crm_freshworks_implementation,CRM-006,Freshworks CRM/Freshsales Implementation,crm,Implement Freshworks CRM suite,enterprise,150000,350000,project,"Multi-product, global",,2,10,freshworks|freshsales|freshdesk|crm,Freshworks pricing,
crm_zoho_implementation,CRM-007,Zoho CRM Implementation,crm,Implement Zoho CRM and related modules,small,3000,12000,project,Standard edition,,2,12,zoho|crm,Zoho pricing|Implementation partners,
crm_zoho_implementation,CRM-007,Zoho CRM Implementation,crm,Implement Zoho CRM and related modules,medium,12000,40000,project,Professional edition,,2,12,zoho|crm,Zoho pricing|Implementation partners,
crm_zoho_implementation,CRM-007,Zoho CRM Implementation,crm,Implement Zoho CRM and related modules,large,40000,120000,project,Enterprise with Zoho One,,2,12,zoho|crm,Zoho pricing|Implementation partners,
crm_zoho_implementation,CRM-007,Zoho CRM Implementation,crm,Implement Zoho CRM and related modules,enterprise,120000,300000,project,Full Zoho One suite,,2,12,zoho|crm,Zoho pricing|Implementation partners,
crm_cpq_implementation,CRM-008,CPQ (Configure Price Quote) Implementation,crm,"Implement CPQ solution (Salesforce CPQ, Conga, DealHub)",small,30000,80000,project,Basic product catalog,,8,24,cpq|configure|price|quote|salesforce,Salesforce CPQ pricing|Conga,
crm_cpq_implementation,CRM-008,CPQ (Configure Price Quote) Implementation,crm,"Implement CPQ solution (Salesforce CPQ, Conga, DealHub)",medium,80000,200000,project,Complex pricing rules,,8,24,cpq|configure|price|quote|salesforce,Salesforce CPQ pricing|Conga,
crm_cpq_implementation,CRM-008,CPQ (Configure Price Quote) Implementation,crm,"Implement CPQ solution (Salesforce CPQ, Conga, DealHub)",large,200000,500000,project,"Multi-channel, approvals",,8,24,cpq|configure|price|quote|salesforce,Salesforce CPQ pricing|Conga,
crm_cpq_implementation,CRM-008,CPQ (Configure Price Quote) Implementation,crm,"Implement CPQ solution (Salesforce CPQ, Conga, DealHub)",enterprise,500000,1200000,project,"Global, ERP integrated",,8,24,cpq|configure|price|quote|salesforce,Salesforce CPQ pricing|Conga,
iam_ping_identity_implementation,IAM-005,Ping Identity Implementation,identity,Implement Ping Identity platform for SSO and federation,small,20000,50000,project,<500 users,,6,20,ping|identity|sso|federation,Ping Identity pricing,
iam_ping_identity_implementation,IAM-005,Ping Identity Implementation,identity,Implement Ping Identity platform for SSO and federation,medium,50000,150000,project,500-2000 users,,6,20,ping|identity|sso|federation,Ping Identity pricing,
iam_ping_identity_implementation,IAM-005,Ping Identity Implementation,identity,Implement Ping Identity platform for SSO and federation,large,150000,400000,project,2000-10000 users,,6,20,ping|identity|sso|federation,Ping Identity pricing,
iam_ping_identity_implementation,IAM-005,Ping Identity Implementation,identity,Implement Ping Identity platform for SSO and federation,enterprise,400000,1000000,project,"10000+ users, complex federation",,6,20,ping|identity|sso|federation,Ping Identity pricing,
iam_sailpoint_implementation,IAM-006,SailPoint IGA Implementation,identity,Implement SailPoint Identity Governance and Administration,small,100000,250000,project,"Core IGA, <1000 identities",,16,52,sailpoint|iga|identity|governance|access,SailPoint partners,
iam_sailpoint_implementation,IAM-006,SailPoint IGA Implementation,identity,Implement SailPoint Identity Governance and Administration,medium,250000,600000,project,"Full IGA, 1000-5000 identities",,16,52,sailpoint|iga|identity|governance|access,SailPoint partners,
iam_sailpoint_implementation,IAM-006,SailPoint IGA Implementation,identity,Implement SailPoint Identity Governance and Administration,large,600000,1500000,project,"Enterprise IGA, access certification",,16,52,sailpoint|iga|identity|governance|access,SailPoint partners,
iam_sailpoint_implementation,IAM-006,SailPoint IGA Implementation,identity,Implement SailPoint Identity Governance and Administration,enterprise,1500000,4000000,project,Global IGA program,,16,52,sailpoint|iga|identity|governance|access,SailPoint partners,
iam_mfa_rollout,IAM-007,MFA Rollout (Standalone),identity,Deploy multi-factor authentication across organization,small,10000,30000,project,"<500 users, basic MFA",,4,12,mfa|multi-factor|authentication|2fa,"Duo, Microsoft, Okta pricing",
iam_mfa_rollout,IAM-007,MFA Rollout (Standalone),identity,Deploy multi-factor authentication across organization,medium,30000,80000,project,"500-2000 users, hardware tokens",,4,12,mfa|multi-factor|authentication|2fa,"Duo, Microsoft, Okta pricing",
iam_mfa_rollout,IAM-007,MFA Rollout (Standalone),identity,Deploy multi-factor authentication across organization,large,80000,200000,project,"2000-10000 users, multiple methods",,4,12,mfa|multi-factor|authentication|2fa,"Duo, Microsoft, Okta pricing",
iam_mfa_rollout,IAM-007,MFA Rollout (Standalone),identity,Deploy multi-factor authentication across organization,enterprise,200000,500000,project,"10000+ users, adaptive MFA",,4,12,mfa|multi-factor|authentication|2fa,"Duo, Microsoft, Okta pricing",
iam_directory_federation,IAM-008,Directory Sync/Federation Setup,identity,Set up directory synchronization and SAML/OIDC federation,small,8000,25000,project,"Single directory, few apps",,2,12,directory|sync|federation|saml|oidc|ldap,Identity consultants,
iam_directory_federation,IAM-008,Directory Sync/Federation Setup,identity,Set up directory synchronization and SAML/OIDC federation,medium,25000,75000,project,"Multiple directories, 10-20 apps",,2,12,directory|sync|federation|saml|oidc|ldap,Identity consultants,
iam_directory_federation,IAM-008,Directory Sync/Federation Setup,identity,Set up directory synchronization and SAML/OIDC federation,large,75000,200000,project,"Complex hybrid, 50+ apps",,2,12,directory|sync|federation|saml|oidc|ldap,Identity consultants,
iam_directory_federation,IAM-008,Directory Sync/Federation Setup,identity,Set up directory synchronization and SAML/OIDC federation,enterprise,200000,500000,project,"Multi-forest, global federation",,2,12,directory|sync|federation|saml|oidc|ldap,Identity consultants,
iam_ztna_implementation,IAM-009,Zero Trust Network Access (ZTNA),identity,"Implement ZTNA solution (Zscaler, Cloudflare Access, etc.)",small,25000,75000,project,<500 users,,6,20,ztna|zero trust|zscaler|cloudflare|network access,Zscaler pricing|Cloudflare,
iam_ztna_implementation,IAM-009,Zero Trust Network Access (ZTNA),identity,"Implement ZTNA solution (Zscaler, Cloudflare Access, etc.)",medium,75000,200000,project,500-2000 users,,6,20,ztna|zero trust|zscaler|cloudflare|network access,Zscaler pricing|Cloudflare,
iam_ztna_implementation,IAM-009,Zero Trust Network Access (ZTNA),identity,"Implement ZTNA solution (Zscaler, Cloudflare Access, etc.)",large,200000,500000,project,2000-10000 users,,6,20,ztna|zero trust|zscaler|cloudflare|network access,Zscaler pricing|Cloudflare,
iam_ztna_implementation,IAM-009,Zero Trust Network Access (ZTNA),identity,"Implement ZTNA solution (Zscaler, Cloudflare Access, etc.)",enterprise,500000,1500000,project,Global deployment,,6,20,ztna|zero trust|zscaler|cloudflare|network access,Zscaler pricing|Cloudflare,
iam_onelogin_implementation,IAM-010,OneLogin Implementation,identity,Implement OneLogin SSO and identity management,small,12000,35000,project,<200 users,,3,14,onelogin|sso|identity,OneLogin pricing,
iam_onelogin_implementation,IAM-010,OneLogin Implementation,identity,Implement OneLogin SSO and identity management,medium,35000,90000,project,200-1000 users,,3,14,onelogin|sso|identity,OneLogin pricing,
iam_onelogin_implementation,IAM-010,OneLogin Implementation,identity,Implement OneLogin SSO and identity management,large,90000,220000,project,1000-5000 users,,3,14,onelogin|sso|identity,OneLogin pricing,
iam_onelogin_implementation,IAM-010,OneLogin Implementation,identity,Implement OneLogin SSO and identity management,enterprise,220000,550000,project,5000+ users,,3,14,onelogin|sso|identity,OneLogin pricing,
cloud_gcp_migration,CLOUD-005,Google Cloud Platform Migration,cloud,Migrate workloads to Google Cloud Platform,small,40000,100000,project,<20 VMs,,8,52,gcp|google cloud|migration,Google Cloud partners,
cloud_gcp_migration,CLOUD-005,Google Cloud Platform Migration,cloud,Migrate workloads to Google Cloud Platform,medium,100000,300000,project,20-100 VMs,,8,52,gcp|google cloud|migration,Google Cloud partners,
cloud_gcp_migration,CLOUD-005,Google Cloud Platform Migration,cloud,Migrate workloads to Google Cloud Platform,large,300000,800000,project,100-500 VMs,,8,52,gcp|google cloud|migration,Google Cloud partners,
cloud_gcp_migration,CLOUD-005,Google Cloud Platform Migration,cloud,Migrate workloads to Google Cloud Platform,enterprise,800000,3000000,project,"500+ VMs, Anthos",,8,52,gcp|google cloud|migration,Google Cloud partners,
cloud_multi_cloud_strategy,CLOUD-006,Multi-Cloud Strategy Implementation,cloud,Design and implement multi-cloud architecture,small,50000,150000,project,"2 clouds, basic workloads",,12,40,multi-cloud|hybrid|cloud strategy,Cloud consultants,
cloud_multi_cloud_strategy,CLOUD-006,Multi-Cloud Strategy Implementation,cloud,Design and implement multi-cloud architecture,medium,150000,400000,project,"2-3 clouds, governance",,12,40,multi-cloud|hybrid|cloud strategy,Cloud consultants,
cloud_multi_cloud_strategy,CLOUD-006,Multi-Cloud Strategy Implementation,cloud,Design and implement multi-cloud architecture,large,400000,1000000,project,Full multi-cloud platform,,12,40,multi-cloud|hybrid|cloud strategy,Cloud consultants,
cloud_multi_cloud_strategy,CLOUD-006,Multi-Cloud Strategy Implementation,cloud,Design and implement multi-cloud architecture,enterprise,1000000,3000000,project,Enterprise multi-cloud,,12,40,multi-cloud|hybrid|cloud strategy,Cloud consultants,
cloud_kubernetes_platform,CLOUD-007,Kubernetes/Container Platform,cloud,"Implement Kubernetes platform (EKS, AKS, GKE, OpenShift)",small,30000,80000,project,"Dev/test, <10 apps",,8,30,kubernetes|k8s|container|docker|openshift|eks|aks|gke,Container platform vendors,
cloud_kubernetes_platform,CLOUD-007,Kubernetes/Container Platform,cloud,"Implement Kubernetes platform (EKS, AKS, GKE, OpenShift)",medium,80000,250000,project,"Production, 10-50 apps",,8,30,kubernetes|k8s|container|docker|openshift|eks|aks|gke,Container platform vendors,
cloud_kubernetes_platform,CLOUD-007,Kubernetes/Container Platform,cloud,"Implement Kubernetes platform (EKS, AKS, GKE, OpenShift)",large,250000,700000,project,"Multi-cluster, service mesh",,8,30,kubernetes|k8s|container|docker|openshift|eks|aks|gke,Container platform vendors,
cloud_kubernetes_platform,CLOUD-007,Kubernetes/Container Platform,cloud,"Implement Kubernetes platform (EKS, AKS, GKE, OpenShift)",enterprise,700000,2000000,project,"Global platform, GitOps",,8,30,kubernetes|k8s|container|docker|openshift|eks|aks|gke,Container platform vendors,
cloud_vdi_migration,CLOUD-008,VDI Migration (Citrix/VMware Horizon),cloud,Migrate virtual desktop infrastructure to cloud,small,40000,100000,project,<100 desktops,,8,30,vdi|citrix|vmware horizon|desktop|avd|azure virtual desktop,VDI vendors|Microsoft AVD,
cloud_vdi_migration,CLOUD-008,VDI Migration (Citrix/VMware Horizon),cloud,Migrate virtual desktop infrastructure to cloud,medium,100000,300000,project,100-500 desktops,,8,30,vdi|citrix|vmware horizon|desktop|avd|azure virtual desktop,VDI vendors|Microsoft AVD,
cloud_vdi_migration,CLOUD-008,VDI Migration (Citrix/VMware Horizon),cloud,Migrate virtual desktop infrastructure to cloud,large,300000,800000,project,500-2000 desktops,,8,30,vdi|citrix|vmware horizon|desktop|avd|azure virtual desktop,VDI vendors|Microsoft AVD,
cloud_vdi_migration,CLOUD-008,VDI Migration (Citrix/VMware Horizon),cloud,Migrate virtual desktop infrastructure to cloud,enterprise,800000,2500000,project,"2000+ desktops, global",,8,30,vdi|citrix|vmware horizon|desktop|avd|azure virtual desktop,VDI vendors|Microsoft AVD,
cloud_finops_program,CLOUD-009,Cloud FinOps/Cost Optimization,cloud,Implement FinOps program for cloud cost management,small,15000,40000,project,<$100K/mo cloud spend,,4,16,finops|cloud cost|optimization|reserved instances,FinOps Foundation|Cloud consultants,
cloud_finops_program,CLOUD-009,Cloud FinOps/Cost Optimization,cloud,Implement FinOps program for cloud cost management,medium,40000,120000,project,$100K-500K/mo spend,,4,16,finops|cloud cost|optimization|reserved instances,FinOps Foundation|Cloud consultants,
cloud_finops_program,CLOUD-009,Cloud FinOps/Cost Optimization,cloud,Implement FinOps program for cloud cost management,large,120000,300000,project,$500K-2M/mo spend,,4,16,finops|cloud cost|optimization|reserved instances,FinOps Foundation|Cloud consultants,
cloud_finops_program,CLOUD-009,Cloud FinOps/Cost Optimization,cloud,Implement FinOps program for cloud cost management,enterprise,300000,800000,project,$2M+/mo spend,,4,16,finops|cloud cost|optimization|reserved instances,FinOps Foundation|Cloud consultants,
cloud_saas_consolidation,CLOUD-010,SaaS Consolidation/Rationalization,cloud,Consolidate and rationalize SaaS application portfolio,small,20000,60000,project,<50 SaaS apps,,6,20,saas|consolidation|rationalization|shadow it,"SaaS management platforms|Zylo, Productiv",
cloud_saas_consolidation,CLOUD-010,SaaS Consolidation/Rationalization,cloud,Consolidate and rationalize SaaS application portfolio,medium,60000,150000,project,50-200 SaaS apps,,6,20,saas|consolidation|rationalization|shadow it,"SaaS management platforms|Zylo, Productiv",
cloud_saas_consolidation,CLOUD-010,SaaS Consolidation/Rationalization,cloud,Consolidate and rationalize SaaS application portfolio,large,150000,400000,project,200-500 SaaS apps,,6,20,saas|consolidation|rationalization|shadow it,"SaaS management platforms|Zylo, Productiv",
cloud_saas_consolidation,CLOUD-010,SaaS Consolidation/Rationalization,cloud,Consolidate and rationalize SaaS application portfolio,enterprise,400000,1000000,project,500+ SaaS apps,,6,20,saas|consolidation|rationalization|shadow it,"SaaS management platforms|Zylo, Productiv",
cloud_serverless_migration,CLOUD-011,Serverless/Function Migration,cloud,Migrate applications to serverless architecture,small,20000,60000,project,1-5 applications,,6,26,serverless|lambda|azure functions|cloud functions,Cloud vendors,
cloud_serverless_migration,CLOUD-011,Serverless/Function Migration,cloud,Migrate applications to serverless architecture,medium,60000,180000,project,5-20 applications,,6,26,serverless|lambda|azure functions|cloud functions,Cloud vendors,
cloud_serverless_migration,CLOUD-011,Serverless/Function Migration,cloud,Migrate applications to serverless architecture,large,180000,500000,project,20-50 applications,,6,26,serverless|lambda|azure functions|cloud functions,Cloud vendors,
cloud_serverless_migration,CLOUD-011,Serverless/Function Migration,cloud,Migrate applications to serverless architecture,enterprise,500000,1500000,project,Enterprise serverless platform,,6,26,serverless|lambda|azure functions|cloud functions,Cloud vendors,
cloud_governance_implementation,CLOUD-012,Cloud Governance Framework,cloud,"Implement cloud governance, policies, and guardrails",small,25000,70000,project,"Single cloud, basic policies",,6,24,cloud governance|policy|landing zone|guardrails,"Cloud consultants|Azure CAF, AWS Well-Architected",
cloud_governance_implementation,CLOUD-012,Cloud Governance Framework,cloud,"Implement cloud governance, policies, and guardrails",medium,70000,200000,project,"Multi-cloud, landing zones",,6,24,cloud governance|policy|landing zone|guardrails,"Cloud consultants|Azure CAF, AWS Well-Architected",
cloud_governance_implementation,CLOUD-012,Cloud Governance Framework,cloud,"Implement cloud governance, policies, and guardrails",large,200000,500000,project,Enterprise framework,,6,24,cloud governance|policy|landing zone|guardrails,"Cloud consultants|Azure CAF, AWS Well-Architected",
cloud_governance_implementation,CLOUD-012,Cloud Governance Framework,cloud,"Implement cloud governance, policies, and guardrails",enterprise,500000,1200000,project,Global governance program,,6,24,cloud governance|policy|landing zone|guardrails,"Cloud consultants|Azure CAF, AWS Well-Architected",
infra_sdwan_implementation,INFRA-004,SD-WAN Implementation,infrastructure,Implement Software-Defined WAN solution,small,30000,80000,project,5-10 sites,,8,30,sd-wan|wan|network|cisco|vmware velocloud|silver peak,SD-WAN vendors|Gartner,
infra_sdwan_implementation,INFRA-004,SD-WAN Implementation,infrastructure,Implement Software-Defined WAN solution,medium,80000,250000,project,10-50 sites,,8,30,sd-wan|wan|network|cisco|vmware velocloud|silver peak,SD-WAN vendors|Gartner,
infra_sdwan_implementation,INFRA-004,SD-WAN Implementation,infrastructure,Implement Software-Defined WAN solution,large,250000,700000,project,50-200 sites,,8,30,sd-wan|wan|network|cisco|vmware velocloud|silver peak,SD-WAN vendors|Gartner,
infra_sdwan_implementation,INFRA-004,SD-WAN Implementation,infrastructure,Implement Software-Defined WAN solution,enterprise,700000,2000000,project,"200+ sites, global",,8,30,sd-wan|wan|network|cisco|vmware velocloud|silver peak,SD-WAN vendors|Gartner,
infra_voip_implementation,INFRA-005,VoIP/Unified Communications,infrastructure,Implement VoIP and unified communications platform,small,15000,50000,project,<100 users,,4,20,voip|unified communications|teams|zoom|ringcentral|cisco webex,UCaaS vendors,
infra_voip_implementation,INFRA-005,VoIP/Unified Communications,infrastructure,Implement VoIP and unified communications platform,medium,50000,150000,project,100-500 users,,4,20,voip|unified communications|teams|zoom|ringcentral|cisco webex,UCaaS vendors,
infra_voip_implementation,INFRA-005,VoIP/Unified Communications,infrastructure,Implement VoIP and unified communications platform,large,150000,400000,project,500-2000 users,,4,20,voip|unified communications|teams|zoom|ringcentral|cisco webex,UCaaS vendors,
infra_voip_implementation,INFRA-005,VoIP/Unified Communications,infrastructure,Implement VoIP and unified communications platform,enterprise,400000,1200000,project,"2000+ users, contact center",,4,20,voip|unified communications|teams|zoom|ringcentral|cisco webex,UCaaS vendors,
infra_wireless_refresh,INFRA-006,Wireless Network Refresh,infrastructure,Upgrade wireless infrastructure (WiFi 6/6E),small,10000,35000,project,"Single site, <50 APs",,4,16,wireless|wifi|wifi6|access point|aruba|cisco meraki,Wireless vendors,
infra_wireless_refresh,INFRA-006,Wireless Network Refresh,infrastructure,Upgrade wireless infrastructure (WiFi 6/6E),medium,35000,100000,project,"2-5 sites, 50-200 APs",,4,16,wireless|wifi|wifi6|access point|aruba|cisco meraki,Wireless vendors,
infra_wireless_refresh,INFRA-006,Wireless Network Refresh,infrastructure,Upgrade wireless infrastructure (WiFi 6/6E),large,100000,300000,project,"5-20 sites, 200-500 APs",,4,16,wireless|wifi|wifi6|access point|aruba|cisco meraki,Wireless vendors,
infra_wireless_refresh,INFRA-006,Wireless Network Refresh,infrastructure,Upgrade wireless infrastructure (WiFi 6/6E),enterprise,300000,1000000,project,"20+ sites, 500+ APs",,4,16,wireless|wifi|wifi6|access point|aruba|cisco meraki,Wireless vendors,
infra_storage_refresh,INFRA-007,Storage Infrastructure Refresh,infrastructure,Upgrade SAN/NAS storage infrastructure,small,30000,100000,project,<100TB,,8,24,storage|san|nas|netapp|dell emc|pure storage,Storage vendors,
infra_storage_refresh,INFRA-007,Storage Infrastructure Refresh,infrastructure,Upgrade SAN/NAS storage infrastructure,medium,100000,350000,project,100TB-1PB,,8,24,storage|san|nas|netapp|dell emc|pure storage,Storage vendors,
infra_storage_refresh,INFRA-007,Storage Infrastructure Refresh,infrastructure,Upgrade SAN/NAS storage infrastructure,large,350000,1000000,project,1-5PB,,8,24,storage|san|nas|netapp|dell emc|pure storage,Storage vendors,
infra_storage_refresh,INFRA-007,Storage Infrastructure Refresh,infrastructure,Upgrade SAN/NAS storage infrastructure,enterprise,1000000,4000000,project,"5PB+, multi-site replication",,8,24,storage|san|nas|netapp|dell emc|pure storage,Storage vendors,
